landmark_id,name,supercategory,location,latitude,longitude,category
19993,Puget Sound,sound,"Washington,Pacific Northwest,Washington,Pacific States Region",47.8331,122.435,http://commons.wikimedia.org/wiki/Category:Puget_Sound
20073,"Fire Station No. 23, Seattle",fire station,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.6089,122.307,"http://commons.wikimedia.org/wiki/Category:Fire_Station_No._23,_Seattle"
20406,Historic Chinatown Gate (Seattle),paifang,"Chinatown-International District,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.59836111111111,122.3273611111111,http://commons.wikimedia.org/wiki/Category:Historic_Chinatown_Gate_(Seattle)
20467,"Adventuress (ship, 1913)",schooner,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.635,122.3275,"http://commons.wikimedia.org/wiki/Category:Adventuress_(ship,_1913)"
20553,Campbell House (Spokane),museum,"Spokane,Spokane County,Washington,Pacific Northwest,Washington,Pacific States Region",47.65694444444444,117.44583333333334,http://commons.wikimedia.org/wiki/Category:Campbell_House_(Spokane)
20900,Point Wilson Lighthouse,wooden lighthouse,"Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region",48.144172222222224,122.75474444444444,http://commons.wikimedia.org/wiki/Category:Point_Wilson_Lighthouse
21109,Salmon Bay,bay,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.66,122.38,http://commons.wikimedia.org/wiki/Category:Salmon_Bay
21278,Electron Hydroelectric Project,run-of-the-river power station,"Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region",46.986111111111114,122.17444444444445,http://commons.wikimedia.org/wiki/Category:Electron_Hydroelectric_Project
21500,Browns Point Light,lighthouse,"Tacoma,Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region",47.30591666666666,122.44427777777778,http://commons.wikimedia.org/wiki/Category:Browns_Point_Light
21506,Glines Canyon Dam,dam,"Clallam County,Washington,Pacific Northwest,Washington,Pacific States Region",48.0019,123.6,http://commons.wikimedia.org/wiki/Category:Glines_Canyon_Dam
21553,Pearson Air Museum,aviation museum,"Washington,Pacific Northwest,Washington,Pacific States Region",45.62,122.65694444444445,http://commons.wikimedia.org/wiki/Category:Pearson_Air_Museum
22123,Point No Point,headland,"Washington,Pacific Northwest,Washington,Pacific States Region",47.911944444444444,122.52583333333334,http://commons.wikimedia.org/wiki/Category:Point_No_Point
22377,"Pier 57, Seattle, Washington",pier,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.606100000000005,122.342,"http://commons.wikimedia.org/wiki/Category:Pier_57,_Seattle,_Washington"
22627,Calhoun Hotel,hotel building,"Washington,Pacific Northwest,Washington,Pacific States Region",47.61194444444445,122.34166666666667,http://commons.wikimedia.org/wiki/Category:Calhoun_Hotel
23095,Seattle Betsuin Buddhist Temple,church building,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.599700000000006,122.313,http://commons.wikimedia.org/wiki/Category:Seattle_Buddhist_Church
23285,Goat Rocks,mountain range,"Washington,Pacific Northwest,Washington,Pacific States Region",46.48861111111111,121.40583333333333,http://commons.wikimedia.org/wiki/Category:Goat_Rocks
23486,Black Diamond Cemetery,cemetery,"King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.3108,122.015,http://commons.wikimedia.org/wiki/Category:Black_Diamond_Cemetery
23612,Umtanum Ridge,ridge,"Washington,Pacific Northwest,Washington,Pacific States Region",46.6853,120.18100000000001,http://commons.wikimedia.org/wiki/Category:Umtanum_Ridge
24059,Point Defiance Zoo %26 Aquarium,zoo,"Washington,Pacific Northwest,Washington,Pacific States Region",47.3048,122.521,http://commons.wikimedia.org/wiki/Category:Point_Defiance_Zoo_%26_Aquarium
24235,Marymere Falls,waterfall,"Olympic National Park,Jefferson County,Washington,Pacific Northwest,Washington,Pacific States Region",48.04954166666666,123.78891666666667,http://commons.wikimedia.org/wiki/Category:Marymere_Falls
24832,Egan House,house,"St. Mark's Greenbelt,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.6324,122.3226,http://commons.wikimedia.org/wiki/Category:Egan_House
25431,House of Providence,school,"Washington,Pacific Northwest,Washington,Pacific States Region",45.6297,122.667,http://commons.wikimedia.org/wiki/Category:House_of_Providence
25748,Piper Orchard,orchard,"Washington,Pacific Northwest,Washington,Pacific States Region",47.709700000000005,122.36699999999999,http://commons.wikimedia.org/wiki/Category:Piper_Orchard
26170,"Hyak, Washington",unincorporated community,"Kittitas County,Washington,Pacific Northwest,Washington,Pacific States Region",47.3928,121.393,"http://commons.wikimedia.org/wiki/Category:Hyak,_Washington"
26407,Fort Steilacoom,museum,"Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region",47.178999999999995,122.564,http://commons.wikimedia.org/wiki/Category:Fort_Steilacoom
26606,IndieCade,festival,"Bellevue,King County,Washington,Pacific Northwest,Washington,Pacific States Region",,,http://commons.wikimedia.org/wiki/Category:IndieCade
26712,Long Beach Peninsula,peninsula,"Washington,Pacific Northwest,Washington,Pacific States Region",46.46,124.04299999999999,http://commons.wikimedia.org/wiki/Category:Long_Beach_Peninsula
26787,Kopachuck State Park,Washington state park,"Gig Harbor,Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region",47.31638888888889,122.67833333333334,http://commons.wikimedia.org/wiki/Category:Kopachuck_State_Park
26916,Mountain Loop Highway,road,"Washington,Pacific Northwest,Washington,Pacific States Region",48.0258,121.444,http://commons.wikimedia.org/wiki/Category:Mountain_Loop_Highway
27306,The Dalles Bridge,toll bridge,"Oregon,Washington,United States",45.6101,121.13900000000001,http://commons.wikimedia.org/wiki/Category:The_Dalles_Bridge
27357,Hoh Rain Forest,protected area,"Washington,Pacific Northwest,Washington,Pacific States Region",47.8614,123.92500000000001,http://commons.wikimedia.org/wiki/Category:Hoh_Rain_Forest
27552,Heritage Flight Museum,aviation museum,"Skagit Regional Airport,Washington,Pacific Northwest,Washington,Pacific States Region",48.7921,122.531,http://commons.wikimedia.org/wiki/Category:Heritage_Flight_Museum
28120,Pike Place Market,historic district,"Downtown Seattle,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.60944444444445,122.34166666666667,http://commons.wikimedia.org/wiki/Category:Pike_Place_Market
28239,Jack Mountain,mountain,"Washington,Pacific Northwest,Washington,Pacific States Region",48.7728,120.956,http://commons.wikimedia.org/wiki/Category:Jack_Mountain
28418,Schafer State Park,Washington state park,"Mason County,Washington,Pacific Northwest,Washington,Pacific States Region",47.095600000000005,123.465,http://commons.wikimedia.org/wiki/Category:Schafer_State_Park
28644,Washington State History Museum,history museum,"Tacoma,Pierce County,Washington,Pacific Northwest,Washington,Pacific States Region",47.2448,122.436,http://commons.wikimedia.org/wiki/Category:Washington_State_History_Museum
28795,"Strawberry Island (Deception Pass, Washington)",island,"Island County,Washington,Pacific Northwest,Washington,Pacific States Region",48.40676944444444,122.6318361111111,"http://commons.wikimedia.org/wiki/Category:Strawberry_Island_(Deception_Pass,_Washington)"
29030,Wanapum Dam,gravity dam,"Grant County,Washington,Pacific Northwest,Washington,Pacific States Region",46.8752,119.971,http://commons.wikimedia.org/wiki/Category:Wanapum_Dam
29159,William O. Douglas Wilderness,wilderness area,"Washington,Pacific Northwest,Washington,Pacific States Region",46.805299999999995,121.315,http://commons.wikimedia.org/wiki/Category:William_O._Douglas_Wilderness
29236,Palouse Falls State Park,Washington state park,"Washington,Pacific Northwest,Washington,Pacific States Region",46.6669,118.224,http://commons.wikimedia.org/wiki/Category:Palouse_Falls_State_Park
29263,Golden Gardens Park,park,"Ballard,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.690099999999994,122.40041111111111,http://commons.wikimedia.org/wiki/Category:Golden_Gardens_Park
29337,"Phantom Lake (Bellevue, Washington)",lake,"King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.5933,122.125,"http://commons.wikimedia.org/wiki/Category:Phantom_Lake_(Bellevue,_Washington)"
29586,Big Four Ice Caves,geographical feature,"Washington,Pacific Northwest,Washington,Pacific States Region",48.0539,121.52,http://commons.wikimedia.org/wiki/Category:Big_Four_Ice_Caves
29682,Fremont Bridge (Seattle),bascule bridge,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.6475,122.35,http://commons.wikimedia.org/wiki/Category:Fremont_Bridge_(Seattle)
29816,Rock Island Dam,gravity dam,"Washington,Pacific Northwest,Washington,Pacific States Region",47.342200000000005,120.095,http://commons.wikimedia.org/wiki/Category:Rock_Island_Dam
30239,"South Lake Union, Seattle, Washington",neighborhood,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.62444444444444,122.33166666666666,"http://commons.wikimedia.org/wiki/Category:South_Lake_Union,_Seattle,_Washington"
30410,"Fremont, Seattle, Washington",neighborhood,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.6505,122.35,"http://commons.wikimedia.org/wiki/Category:Fremont,_Seattle,_Washington"
30575,Cascade Range,mountain range,"Washington,British Columbia,Oregon,California,United States,Canada",46.850500000000004,121.76,http://commons.wikimedia.org/wiki/Category:Cascade_Range
30688,Oscar Blomeen House,single-family detached home,"Washington,Pacific Northwest,Washington,Pacific States Region",47.311099999999996,122.226,http://commons.wikimedia.org/wiki/Category:Oscar_Blomeen_House
30972,Seattle Times Building,building,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.620222222222225,122.33513888888888,http://commons.wikimedia.org/wiki/Category:Seattle_Times_Building
31590,Magnuson Park,park,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.6808,122.248,http://commons.wikimedia.org/wiki/Category:Magnuson_Park
31859,Bellingham Bay,bay,"Washington,Whatcom County,United States",48.72,122.56027777777777,http://commons.wikimedia.org/wiki/Category:Bellingham_Bay
32146,Issaquah Depot,railway station,"Issaquah,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.5311,122.035,http://commons.wikimedia.org/wiki/Category:Issaquah_Depot
32827,Seattle Central Library,library building,"Downtown Seattle,Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.606100000000005,122.333,http://commons.wikimedia.org/wiki/Category:Seattle_Central_Library
33030,Artesian Commons,park,"Washington,Pacific Northwest,Washington,Pacific States Region",47.044999999999995,122.89720000000001,http://commons.wikimedia.org/wiki/Category:Artesian_Commons
33147,Spokane Falls,waterfall,"Washington,Pacific Northwest,Washington,Pacific States Region",47.661369444444446,117.42565,http://commons.wikimedia.org/wiki/Category:Spokane_Falls
33274,Kerry Park,urban park,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.62961111111111,122.35941666666666,http://commons.wikimedia.org/wiki/Category:Kerry_Park
33462,Ozette Lake,lake,"Clallam County,Washington,Pacific Northwest,Washington,Pacific States Region",48.094500000000004,124.63199999999999,http://commons.wikimedia.org/wiki/Category:Ozette_Lake
33641,Eldorado Glacier,glacier,"Washington,Pacific Northwest,Washington,Pacific States Region",48.5261,121.12599999999999,http://commons.wikimedia.org/wiki/Category:Eldorado_Glacier
33651,San Juan Islands,island group,"San Juan County,Washington,Pacific Northwest,Washington,Pacific States Region",48.532066666666665,123.02925,http://commons.wikimedia.org/wiki/Category:San_Juan_Islands
33718,Sick's Stadium,stadium,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.57944444444445,122.29777777777778,http://commons.wikimedia.org/wiki/Category:Sick's_Stadium
34594,Woodland Park Zoo,zoo,"Seattle,King County,Washington,Pacific Northwest,Washington,Pacific States Region",47.66833888888889,122.34983888888888,http://commons.wikimedia.org/wiki/Category:Woodland_Park_Zoo
35394,Washington Athletic Club,high-rise building,"Washington,Pacific Northwest,Washington,Pacific States Region",47.6098,122.33399999999999,http://commons.wikimedia.org/wiki/Category:Washington_Athletic_Club
35597,Millersylvania State Park,Washington state park,"Thurston County,Washington,Pacific Northwest,Washington,Pacific States Region",46.9109,122.91300000000001,http://commons.wikimedia.org/wiki/Category:Millersylvania_State_Park
